Train loss,Test loss,Train accuracy,Test accuracy
1.2373116741357026,1.229329428905566,0.3140277777777778,0.32222222222222224
1.2373244416272198,1.229329428905566,0.3141203703703704,0.32222222222222224
1.2373244472786231,1.229329428905566,0.3141203703703704,0.32222222222222224
1.237324442775161,1.229329428905566,0.3141203703703704,0.32222222222222224
1.2373244443204667,1.229329428905566,0.3141203703703704,0.32222222222222224
1.2373244445853764,1.229329428905566,0.3141203703703704,0.32222222222222224
1.237324446881259,1.229329428905566,0.3141203703703704,0.32222222222222224
1.2373244429517676,1.229329428905566,0.3141203703703704,0.32222222222222224
1.2373244485148678,1.229329428905566,0.3141203703703704,0.32222222222222224
1.237324445909924,1.229329428905566,0.3141203703703704,0.32222222222222224
